1.206551444,1.899951721
1.207588125,1.850035892
1.216176853,1.852360867
1.212645828,1.894256295
1.211535407,2.2169783
1.212947106,3.053923505
1.235304098,2.934380848
1.274998591,2.857537698
1.52966577,2.854436292
1.937200305,2.859151043
1.941968409,2.806581375
1.907067703,2.775734742
1.930192652,2.832712403
1.964070514,2.756687266
1.875258518,1.938296679
1.86452746,1.872739938
1.802929468,1.87456464
1.811353694,1.869572816
1.824106346,2.655249741
1.827034602,1.932155669
1.817317223,1.892861072
1.778767699,1.882123189
1.796214952,1.861962961
1.777912517,1.859633602
1.83241849,2.757074632
1.777412422,3.093345807
1.761928974,2.915574862
1.791478846,2.895438151
1.226996548,2.872963736
1.234809945,2.79470897
1.256480966,2.845625098
1.229339856,2.86075191
1.280241284,2.780836054
1.233637554,2.774435164
1.259034048,2.76806902
1.20795556,2.800424584
1.225237127,2.758060134
1.251092956,2.756828165
1.264967633,2.809345088
1.90477719,2.777639007
2.030947914,2.792683832
1.998299367,2.793548859
1.888667616,2.803971268
1.87679601,2.768483324
1.925387025,2.815683641
1.903990647,2.887378753
1.917191052,2.781467435
1.885345984,2.811372135
1.829453995,2.766612266
1.835015209,2.787035694
1.793823581,2.750757845
1.781383268,2.832933177
1.683286062,2.940824368
1.787229941,2.937865362
1.795039832,2.892525985
1.81569107,3.051130027
1.784261892,3.069944596
1.769593418,3.010585424
1.791827676,3.379414268
1.787910458,3.502335327
1.825057285,2.933870476
1.772978861,3.974962039
1.808517553,2.815387131
1.779364037,2.743865113
1.80593804,2.797671685
1.778301152,2.783068569
1.777410828,2.759550943
1.789662535,2.875475221
1.810877248,3.086858909
1.779314888,3.142601703
1.786040018,3.023285697
1.821550722,3.15758618
1.820091362,3.110619482
1.775000627,3.344488218
1.773310332,2.762064072
1.812543959,2.769247165
1.779198107,2.787008523
1.845851841,3.334008653
1.787370525,2.926582168
1.780730094,2.756207971
1.76802422,3.176904512
1.779064606,3.153812428
1.80486953,3.349153145
1.809637558,2.979518735
1.798645822,3.375768496
1.776876374,3.660142627
1.788093546,3.68139127
1.762481905,3.11080275
1.797033506,3.511188174
1.801685393,3.737764289
1.780622081,3.561814289
1.759466979,3.562203892
1.794572611,3.010478098
1.76740285,3.296790577
1.838552629,3.402534745
