0.006787232,0.049709187
0.006288628,0.046891552
0.007406899,0.046806459
0.007829103,0.04658113
0.006709915,0.050334809
0.005951022,0.049080327
0.006976748,0.046905038
0.006916571,0.048425466
0.007751022,0.049907261
0.006399045,0.052654603
0.006249667,0.052504899
0.006431876,0.052248738
0.006453679,0.052703856
0.006269762,0.048607852
0.006644307,0.047249184
0.006897968,0.047269638
0.007965082,0.052368707
0.006389873,0.049463759
0.007320549,0.05176266
0.007600948,0.046446259
0.00638748,0.046958454
0.005176207,0.049049625
0.005314141,0.046119597
0.005238838,0.046703236
0.004986674,0.078305236
0.005207145,0.052890691
0.005974368,0.04715428
0.005513567,0.051810192
0.005399485,0.053111196
0.00681969,0.045971559
0.006902496,0.047983294
0.007344544,0.046948437
0.007396916,0.047842089
0.007031173,0.050568606
0.006133369,0.050359955
0.006224463,0.046759436
0.006839837,0.046829294
0.006782041,0.048750873
0.00660299,0.053175005
0.006668399,0.048164662
0.00715912,0.047766459
0.008093624,0.04897594
0.006962639,0.049370378
0.005484296,0.053428031
0.004808201,0.0505006
0.0057189,0.04093918
0.005323875,0.038607779
0.005118988,0.036603247
0.005727812,0.037816504
0.005627368,0.036523569
