0.00619,0.004358,0.088902
0.007948,0.002332,0.116794
0.007743,0.002503,0.116395
0.007564,0.002586,0.116895
0.007898,0.002268,0.11728
0.007585,0.002901,0.116135
0.008609,0.002852,0.116461
0.007697,0.002847,0.116483
0.007713,0.002714,0.119429
0.008585,0.002823,0.118124
0.00629,0.008056,0.088931
0.008226,0.002099,0.116782
0.008838,0.003299,0.116437
0.007684,0.001441,0.116435
0.007807,0.002294,0.116321
0.007501,0.001294,0.116834
0.007492,0.002848,0.116198
0.007616,0.002909,0.116279
0.007704,0.005806,0.116583
0.007776,0.001432,0.116201
0.008071,0.002914,0.119196
0.008063,0.002848,0.116541
0.008341,0.002846,0.116167
0.008107,0.002337,0.11645
0.008326,0.00293,0.116128
0.007465,0.003029,0.116793
0.008006,0.002347,0.116572
0.007363,0.002866,0.116196
0.007995,0.00312,0.11611
0.00744,0.002677,0.118257
0.007174,0.002882,0.088924
0.008237,0.003394,0.117501
0.007383,0.002848,0.116523
0.008811,0.003371,0.116425
0.007815,0.002726,0.11624
0.007486,0.002073,0.116482
0.007643,0.002367,0.117291
0.008016,0.00343,0.116445
0.00731,0.00217,0.116408
0.007645,0.001216,0.116678
0.007585,0.002588,0.116412
0.007358,0.003088,0.1164
0.007333,0.002982,0.116097
0.007502,0.002155,0.117253
0.00766,0.001325,0.116525
0.007466,0.002873,0.116209
0.007546,0.001911,0.118672
0.007891,0.002817,0.173608
0.007522,0.007796,0.172755
0.007859,0.003345,0.171866
0.007728,0.003328,0.173563
0.007729,0.001339,0.171994
0.0074,0.003346,0.172226
0.007821,0.003004,0.171957
0.00783,0.00294,0.171172
0.007532,0.002722,0.171593
0.007819,0.002918,0.116143
0.008747,0.002824,0.11758
0.007475,0.00283,0.116197
0.008315,0.00288,0.117031
0.007071,0.002892,0.089008
0.008917,0.002582,0.173217
0.007817,0.002994,0.173297
0.0076,0.002852,0.172444
0.007527,0.002539,0.117983
0.007657,0.00334,0.116386
0.008111,0.001964,0.116559
0.007326,0.002745,0.117868
0.007939,0.003331,0.116279
0.008234,0.002823,0.116262
0.007403,0.002806,0.116601
0.007756,0.003347,0.115997
0.007542,0.003031,0.116711
0.008106,0.001835,0.11634
0.007319,0.002834,0.116399
0.007717,0.002792,0.117253
0.007577,0.003047,0.116266
0.007498,0.003321,0.116774
0.007691,0.00196,0.116147
0.007477,0.00288,0.116692
0.007362,0.002861,0.117626
0.007768,0.003013,0.11613
0.007267,0.003338,0.116736
0.008112,0.002605,0.117234
0.007822,0.001838,0.116476
0.00742,0.002526,0.116205
0.007773,0.002822,0.116175
0.007562,0.003332,0.117568
0.007699,0.0093,0.116594
0.008113,0.003299,0.116473
0.008479,0.002577,0.11734
0.007979,0.002543,0.117077
0.007422,0.002923,0.117547
0.007489,0.002349,0.116359
0.008296,0.002588,0.11631
0.007734,0.001324,0.116385
0.007715,0.001202,0.116742
0.007622,0.002926,0.116336
0.009343,0.002849,0.117019
0.008705,0.002777,0.116925
0.006253,0.002819,0.089002
0.007877,0.001587,0.116626
0.007685,0.002886,0.11633
0.007617,0.002741,0.116076
