1014496,1112588,1047080,1044852,1105644,1040928,1038628,1194580,1030464
1014496,1112588,1047076,1044852,1105644,1040928,1038624,1199088,1030464
1014496,1112588,1047076,1044844,1105644,1040928,1038624,1196304,1030464
1014488,1112588,1047076,1044844,1105644,1040928,1038624,1196304,1030464
1024152,1112588,1047076,1044840,1106148,1040928,1038624,1190944,1030464
1064904,1112588,1101000,1045568,1106148,1040928,1038872,1195200,1030452
1042912,1112828,1093864,1058200,1106148,1097120,1038872,1195192,1030452
1043348,1112828,1096132,1063228,1106148,1098356,1038872,1195444,1030444
1043848,1112828,1102432,1051980,1106148,1104644,1039600,1194764,1030428
1043848,1112828,,1036764,1106144,1104884,1059296,1195004,1030428
1043824,1113080,,1036716,1106144,1107124,1057856,1195480,1030428
1043824,1137556,,1036708,1106132,1101860,1052372,1197908,1081836
,1153604,,1036708,1106132,1097612,1054420,1197868,1081836
,1166960,,1037212,1106132,1105676,1050408,1198092,1087940
,1162728,,1037204,1106384,1101544,1056148,1194344,1101284
,1162728,,1037204,1106384,1107832,1047724,1194596,1105316
,1162676,,1037204,1106292,1093312,1055192,1195516,1098564
,1162676,,1037204,1106156,1099612,1066104,1208744,1102584
,1162676,,,1106156,1097820,1053840,1208744,1096664
,1178096,,,1106156,1093420,1058580,1208996,1100688
,1186032,,,1106156,1099720,1046636,1186764,1104716
,1186012,,,1106156,1105768,1046344,1186764,1098636
,1186012,,,1106156,1090828,1046172,1195064,1102668
,1186012,,,1106156,1099144,1046160,1198800,1094824
,1190916,,,1106408,1094928,1046160,1198800,1100872
,1200796,,,1106408,1100976,1046160,1192008,1087536
,1204556,,,1106408,1096904,1046152,1203132,1093828
,1204556,,,1106400,1105208,,1203132,1102132
,1204556,,,1106400,1101128,,1196184,1098392
,1204556,,,1106400,1097048,,1197924,1094808
,1204484,,,1125332,1103580,,1197924,1090508
,1190768,,,1141832,1099412,,1187444,1096808
,1196936,,,1154432,1097528,,1187444,1095000
,1196936,,,1170812,1093580,,1187892,1101300
,1196936,,,1155240,1099876,,1190172,1097916
,1197188,,,1155188,1096584,,1175608,1093628
,1197188,,,1155188,1091420,,1199768,1100420
,1203888,,,1155188,1099480,,1198664,1108728
,1204816,,,1155188,1099728,,1198664,1101800
,1205068,,,1183760,1088624,,1198916,1096468
,1205068,,,1183760,1045028,,1206204,1091984
,1205068,,,1183748,1045028,,1206456,1098272
,1191008,,,1183748,1045028,,1207800,1096052
,1204084,,,1183620,1045028,,1201476,1102100
,1204108,,,1183620,1045028,,1201476,1088348
,1204360,,,1183600,1045028,,1208996,1094396
,1204368,,,1183600,1045280,,1206760,1100444
,1204368,,,1183600,1045268,,1206760,1088048
,1204368,,,1183600,1045268,,1193784,1094096
,1204816,,,1183492,1045268,,1205592,1089984
,1204332,,,1183488,1045096,,1205844,1096524
,1209284,,,1188624,1044984,,1204584,1092476
,1209284,,,1189624,1044984,,1205784,1089828
,1209284,,,1189624,1044984,,1205784,1096368
,1209284,,,1189624,1044984,,1197952,1102668
,1209508,,,1189624,1044980,,1197920,1098616
,1203336,,,1189624,1044720,,1197920,1094260
,1204084,,,1200152,1044720,,1197920,1092060
,1204084,,,1200396,1044720,,1197920,1098108
,1204084,,,1200396,1044720,,1206024,1094236
,1204228,,,1200396,1044720,,1206024,1098268
,1204224,,,1200396,1044720,,1206024,1088296
,1205204,,,1207720,1044720,,1198968,1088296
,1205204,,,1187412,1044720,,1198968,1092328
,1205204,,,1187412,1044720,,1199192,1085892
,1205204,,,1187412,1044032,,1201508,1092192
,1205068,,,1187412,1043964,,1201508,1088320
,1209368,,,1188564,,,1190916,1094620
,1202820,,,1188472,,,1199124,1092252
,1202820,,,1190540,,,1199124,1098300
,1202820,,,1190540,,,1195444,1093936
,1202820,,,1190540,,,1195780,1100224
,1203268,,,1190792,,,1195764,1096032
,1202768,,,1190792,,,1199440,1094220
,1207680,,,1188740,,,1200664,1090144
,1207932,,,1191352,,,1200664,1096696
,1207932,,,1191352,,,1197848,1092776
,1207932,,,1191352,,,1197816,1088484
,1207932,,,1191352,,,1197816,1097048
,1121016,,,1191352,,,1200624,1093568
,1120656,,,1190700,,,1200624,1099616
,1120656,,,1193836,,,1200876,1095032
,1120656,,,1193836,,,1198132,1101332
,1120656,,,1193836,,,1198384,1099780
,1120656,,,1193836,,,1203188,1095016
,1120656,,,1193836,,,1204684,1101064
,1120656,,,1182928,,,1204684,1096796
,1120656,,,1183928,,,1192592,1102844
,,,,1183928,,,1204140,1090756
,,,,1183928,,,1204896,1097556
,,,,1184152,,,1194808,1093492
,,,,1184152,,,1196132,1088624
,,,,1182328,,,1196356,1094672
,,,,1183752,,,1196504,1098704
,,,,1183752,,,1196988,1101948
,,,,1183752,,,1197212,1092956
,,,,1183976,,,1202312,1087140
,,,,1188708,,,1202516,1082820
,,,,1183240,,,1202516,1089364
,,,,1183448,,,1198128,1095664
,,,,1183448,,,1198128,1091092
,,,,1183448,,,1198128,1089092
,,,,1183448,,,1196944,1095380
,,,,1183444,,,1196944,1091204
,,,,1183668,,,1196944,1097756
,,,,1176804,,,1197744,1084880
,,,,1185596,,,1197744,1090928
,,,,1185596,,,1205488,1097480
,,,,1185596,,,1200300,1083224
,,,,1185596,,,1200552,1091024
,,,,1186044,,,1198272,1088728
,,,,1189584,,,1202960,1084660
,,,,1190456,,,1203176,1091208
,,,,1190456,,,1203260,1097496
,,,,1190680,,,1203692,1093352
,,,,1190680,,,1203692,1091284
,,,,1190680,,,1199520,1097332
,,,,1189020,,,1200248,1093100
,,,,1189268,,,1200496,1088248
,,,,1189516,,,1200496,1095304
,,,,1189516,,,1206168,1092756
,,,,1189740,,,1206144,1089164
,,,,1183344,,,1206396,1095464
,,,,1193112,,,1197864,1095712
,,,,1193112,,,1197864,1101244
,,,,1193360,,,1197860,1105524
,,,,1193360,,,1198560,1087960
,,,,1193360,,,1204580,1094256
,,,,1180888,,,1204576,1089960
,,,,1183328,,,1205276,1096504
,,,,1183328,,,1206044,1094008
,,,,1183328,,,1206044,1089408
,,,,1183804,,,1182648,1095456
,,,,1184028,,,1198200,1091272
,,,,1180432,,,1198452,1097572
,,,,1180536,,,1189112,1095076
,,,,1180536,,,1190816,1091456
,,,,1180536,,,1190816,1087320
,,,,1180788,,,1201172,1093620
,,,,1180788,,,1202384,1088604
,,,,1172716,,,1202384,1097172
,,,,1182260,,,1203580,1082436
,,,,1182260,,,1203580,1088732
,,,,1182260,,,1193832,1094780
,,,,1182512,,,1121616,1090628
,,,,1182736,,,1121616,1088324
,,,,1185200,,,1099932,1084260
,,,,1185420,,,1115892,1090808
,,,,1185420,,,1115892,1086488
,,,,1185420,,,1115892,1092768
,,,,1171536,,,1115876,1090172
,,,,1172608,,,1115876,1094708
,,,,1187364,,,1115876,1098992
,,,,1192840,,,1115876,1092532
,,,,1192840,,,1115876,1095304
,,,,1192840,,,1115876,1095792
,,,,1192840,,,1115868,1089364
,,,,1199212,,,1115868,1084592
,,,,1199312,,,1115868,1091648
,,,,1199276,,,1116092,1097948
,,,,1199276,,,1116092,1085028
,,,,1199276,,,1116092,1091328
,,,,1199276,,,1116092,1097376
,,,,1201408,,,1116092,1093104
,,,,1201848,,,1116092,1083896
,,,,1201848,,,1116092,1090192
,,,,1201848,,,1116092,1088040
,,,,1201848,,,1116080,1092072
,,,,1202100,,,1116080,1083460
,,,,1198316,,,1116080,1088248
,,,,1200780,,,1116080,1094296
,,,,1200780,,,1116080,1094536
,,,,1200780,,,1116080,1089748
,,,,1201284,,,1116072,1088204
,,,,1201284,,,1116072,1094744
,,,,1203172,,,1116072,1090992
,,,,1203172,,,1116072,1086356
,,,,1203172,,,1116072,1090388
,,,,1203172,,,1116072,1036796
,,,,1203396,,,1116324,1036760
,,,,1198576,,,1116324,1036760
,,,,1202416,,,1116320,1036760
,,,,1202416,,,1116320,1036760
,,,,1202416,,,1116320,1036760
,,,,1202416,,,1116572,1036760
,,,,1202416,,,1116564,1036748
,,,,1202416,,,1116564,1036748
,,,,1202416,,,1116564,1036744
,,,,1203484,,,1116564,1036744
,,,,1204792,,,1116564,1036744
,,,,1204792,,,1116564,1036744
,,,,1204792,,,1116564,1036744
,,,,1204792,,,1116556,1036744
,,,,1204792,,,1116556,1036744
,,,,1205036,,,1116808,1036744
,,,,1205236,,,1116808,1036736
,,,,1205488,,,1116808,1036736
,,,,1205488,,,1116808,1036736
,,,,1205488,,,1116800,1036736
,,,,1205488,,,1116796,1036736
,,,,1205488,,,1116796,1036736
,,,,1197776,,,1116796,
,,,,1194132,,,1116796,
,,,,1194132,,,1116796,
,,,,1194132,,,1116796,
,,,,1194132,,,1116796,
,,,,1194132,,,1116796,
,,,,1199172,,,1116796,
,,,,1192808,,,1116796,
,,,,1193028,,,1117300,
,,,,1193028,,,1117300,
,,,,1193028,,,1117300,
,,,,1193252,,,1117300,
,,,,1190336,,,1117288,
,,,,1200576,,,1117288,
,,,,1200560,,,1117288,
,,,,1200560,,,1117288,
,,,,1200560,,,1117288,
,,,,1201036,,,1117288,
,,,,1184320,,,1117288,
,,,,1194748,,,1117288,
,,,,1194744,,,1117288,
,,,,1194744,,,1117288,
,,,,1194744,,,1117288,
,,,,1194968,,,1117288,
,,,,1195220,,,1117288,
,,,,1197152,,,1117288,
,,,,1198412,,,1117280,
,,,,1198664,,,1117280,
,,,,1198664,,,1117280,
,,,,1198888,,,1117280,
,,,,1202180,,,1117280,
,,,,1200908,,,1117280,
,,,,1200900,,,1117280,
,,,,1201404,,,1117280,
,,,,1201404,,,1117280,
,,,,1201404,,,1117280,
,,,,1203688,,,1117280,
,,,,1201680,,,1117276,
,,,,1201648,,,1117276,
,,,,1201648,,,1117276,
,,,,1201648,,,1117276,
,,,,1201648,,,1117268,
,,,,1195468,,,1117268,
,,,,1197728,,,1117268,
,,,,1197728,,,1117268,
,,,,1197980,,,1117268,
,,,,1197980,,,1117268,
,,,,1197980,,,1117268,
,,,,1192776,,,1117268,
,,,,1193248,,,1117268,
,,,,1193248,,,1086532,
,,,,1193248,,,1086532,
,,,,1193248,,,1086532,
,,,,1193500,,,1086784,
,,,,1200900,,,1086784,
,,,,1200900,,,1086784,
,,,,1200900,,,1087024,
,,,,1200900,,,1087020,
,,,,1201376,,,1087020,
,,,,1202608,,,1087020,
,,,,1205100,,,1087020,
,,,,1205100,,,1087020,
,,,,1205100,,,1087272,
,,,,1205352,,,1087272,
,,,,1205576,,,1128532,
,,,,1190656,,,1138904,
,,,,1192392,,,1138852,
,,,,1192392,,,1138852,
,,,,1192392,,,1161568,
,,,,1192392,,,1161568,
,,,,1192392,,,1164788,
,,,,1191736,,,1164788,
,,,,1193224,,,1167776,
,,,,1193476,,,1180744,
,,,,1193476,,,1180744,
,,,,1193700,,,1181976,
,,,,1193700,,,1179236,
,,,,1200772,,,1179736,
,,,,1197168,,,1179956,
,,,,1197168,,,1181976,
,,,,1197168,,,1181968,
,,,,1197168,,,1180736,
,,,,1197644,,,1190232,
,,,,1198116,,,1190232,
,,,,1202136,,,1186308,
,,,,1202388,,,1187532,
,,,,1202384,,,1187980,
,,,,1202384,,,1187980,
,,,,1202636,,,1188184,
,,,,1203324,,,1188184,
,,,,1201468,,,1185036,
,,,,1201720,,,1185036,
,,,,1201972,,,1185540,
,,,,1201972,,,1184172,
,,,,1201972,,,1184172,
,,,,1180700,,,1184396,
,,,,1193904,,,1185768,
,,,,1193904,,,1185768,
,,,,1193896,,,1186020,
,,,,1193896,,,1194988,
,,,,1194340,,,1194984,
,,,,1195788,,,1197240,
,,,,1196516,,,1185612,
,,,,1196516,,,1185612,
,,,,1196508,,,1190948,
,,,,1196508,,,1191420,
,,,,1199784,,,1191420,
,,,,1189548,,,1184164,
,,,,1190044,,,1185120,
,,,,1190044,,,1185624,
,,,,1190044,,,1179008,
,,,,1190044,,,1179124,
,,,,1182812,,,1179852,
,,,,1189576,,,1180968,
,,,,1189552,,,1180968,
,,,,1189552,,,1180968,
,,,,1189552,,,1190592,
,,,,1189552,,,1190592,
,,,,1189552,,,1191040,
,,,,1189552,,,1196492,
,,,,1189552,,,1196492,
,,,,1189552,,,1203760,
,,,,1187500,,,1187880,
,,,,1189004,,,1187880,
,,,,1189004,,,1178516,
,,,,1189004,,,1187708,
,,,,1189452,,,1187708,
,,,,1189676,,,1187536,
,,,,1186876,,,1188484,
,,,,1188640,,,1188736,
,,,,1188632,,,1187984,
,,,,1188632,,,1187984,
,,,,1189388,,,1188460,
,,,,1192456,,,1187668,
,,,,1187340,,,1187668,
,,,,1187340,,,1188424,
,,,,1187340,,,1188424,
,,,,1187340,,,1182692,
,,,,1187340,,,1182692,
,,,,1187340,,,1182916,
,,,,1187340,,,1184580,
,,,,1173592,,,1184580,
,,,,1178852,,,1189076,
,,,,1178852,,,1179408,
,,,,1178852,,,1179408,
,,,,1178852,,,1179408,
,,,,1179552,,,1172448,
,,,,1182012,,,1175788,
,,,,1186012,,,1175784,
,,,,1186012,,,1190560,
,,,,1186012,,,1194572,
,,,,1186236,,,1195048,
,,,,1186236,,,1190388,
,,,,1189208,,,1190376,
,,,,1189668,,,1190848,
,,,,1189668,,,1191472,
,,,,1189668,,,1191444,
,,,,1189668,,,1191668,
,,,,1189892,,,1186568,
,,,,1169048,,,1186568,
,,,,1178464,,,1187016,
,,,,1178464,,,1185760,
,,,,1178712,,,1185752,
,,,,1179216,,,1192584,
,,,,1179688,,,1181928,
,,,,1191572,,,1181928,
,,,,1191796,,,1189224,
,,,,1191796,,,1188788,
,,,,1191796,,,1189040,
,,,,1192016,,,1166600,
,,,,1192016,,,1182432,
,,,,1180408,,,1182684,
,,,,1181744,,,1182372,
,,,,1181744,,,1186376,
,,,,1181996,,,1186824,
,,,,1182220,,,1180044,
,,,,1188340,,,1180268,
,,,,1194608,,,1180492,
,,,,1194576,,,1184696,
,,,,1194576,,,1184780,
,,,,1194576,,,1185480,
,,,,1195248,,,1191140,
,,,,1202320,,,1191896,
,,,,1184788,,,1192120,
,,,,1184788,,,1186840,
,,,,1184788,,,1186840,
,,,,1184788,,,1186840,
,,,,1185236,,,1177396,
,,,,1181480,,,1177392,
,,,,1186608,,,1184184,
,,,,1187112,,,1177112,
,,,,1187112,,,1177112,
,,,,1187112,,,1176704,
,,,,1187584,,,1180200,
,,,,1187132,,,1180452,
,,,,1187636,,,1168544,
,,,,1187628,,,1169792,
,,,,1187628,,,1170492,
,,,,1187628,,,1203876,
,,,,1194724,,,1204088,
,,,,1191752,,,1204088,
,,,,1191752,,,1198764,
,,,,1177228,,,1198764,
,,,,1177228,,,1199212,
,,,,1177452,,,1191396,
,,,,1159524,,,1191388,
,,,,1194816,,,1193080,
,,,,1194816,,,1199848,
,,,,1194816,,,1199848,
,,,,1194816,,,1183316,
,,,,1201872,,,1198548,
,,,,1211384,,,1198548,
,,,,1211632,,,1198116,
,,,,1213492,,,1198084,
,,,,1214440,,,1198084,
,,,,1214440,,,1198084,
,,,,1214440,,,1198084,
,,,,1214440,,,1198084,
,,,,1214692,,,1184352,
,,,,1216056,,,1184340,
,,,,1216652,,,1184564,
,,,,1216652,,,1178820,
,,,,1216652,,,1179032,
,,,,1217128,,,1179284,
,,,,1217128,,,1176812,
,,,,1204052,,,1177064,
,,,,1204896,,,1177312,
,,,,1204896,,,1182244,
,,,,1204896,,,1182496,
,,,,1205624,,,1182496,
,,,,1212428,,,1186396,
,,,,1202512,,,1186396,
,,,,1202512,,,1188132,
,,,,1202504,,,1187040,
,,,,1202756,,,1187040,
,,,,1202980,,,1183644,
,,,,1200600,,,1187988,
,,,,1210084,,,1187988,
,,,,1210072,,,1185984,
,,,,1210072,,,1186712,
,,,,1210072,,,1186964,
,,,,1210296,,,1188172,
,,,,1210676,,,1188320,
,,,,1210644,,,1188320,
,,,,1196068,,,1188316,
,,,,1207404,,,1184792,
,,,,1209124,,,1184644,
,,,,1212848,,,1184644,
,,,,1210636,,,1186252,
,,,,1210636,,,1186252,
,,,,1210636,,,1186476,
,,,,1210636,,,1187884,
,,,,1211812,,,1188360,
,,,,1213632,,,1188360,
,,,,1215944,,,1180220,
,,,,1216448,,,1180724,
,,,,1216444,,,1188776,
,,,,1216696,,,1178668,
,,,,1216916,,,1178668,
,,,,1217364,,,1191032,
,,,,1216272,,,1192008,
,,,,1220544,,,1192008,
,,,,1220544,,,1192008,
,,,,1220796,,,1192944,
,,,,1220792,,,1194144,
,,,,1226504,,,1194144,
,,,,1219924,,,1180540,
,,,,1219924,,,1181756,
,,,,1219924,,,1181980,
,,,,1219924,,,1181248,
,,,,1219924,,,1181688,
,,,,1221956,,,1181688,
,,,,1210828,,,1172456,
,,,,1210828,,,1172456,
,,,,1211080,,,1192048,
,,,,1211080,,,1199084,
,,,,1211528,,,1199084,
,,,,1218600,,,1199336,
,,,,1212788,,,1187428,
,,,,1212788,,,1187428,
,,,,1212788,,,1217300,
,,,,1212788,,,1210644,
,,,,1213228,,,1210644,
,,,,1209344,,,1212280,
,,,,1213528,,,1212832,
,,,,1213528,,,1213588,
,,,,1213528,,,1212460,
,,,,1213780,,,1212564,
,,,,1213872,,,1213040,
,,,,1208600,,,1206936,
,,,,1209324,,,1206936,
,,,,1209324,,,1207160,
,,,,1209324,,,1205820,
,,,,1209548,,,1205820,
,,,,1213580,,,1206044,
,,,,1205476,,,1211764,
,,,,1205396,,,1211764,
,,,,1205396,,,1212016,
,,,,1205396,,,1214288,
,,,,1205620,,,1214540,
,,,,1214920,,,1221856,
,,,,1221452,,,1214512,
,,,,1221452,,,1214764,
,,,,1221704,,,1215872,
,,,,1221704,,,1216844,
,,,,1221704,,,1217096,
,,,,1199280,,,1209720,
,,,,1201008,,,1209940,
,,,,1201260,,,1210192,
,,,,1201260,,,1209756,
,,,,1201480,,,1209756,
,,,,1201480,,,1210204,
