0.044146,0.008918,0.193101
0.036193,0.004554,0.192769
0.01731,0.004591,0.196064
0.016148,0.004498,0.195705
0.016713,0.004635,0.195498
0.015716,0.005443,0.194993
0.015631,0.004054,0.195625
0.015402,0.004991,0.195208
0.016214,0.004661,0.195564
0.016655,0.004767,0.195295
0.017455,0.004243,0.195619
0.056054,0.004904,0.192039
0.016274,0.004762,0.196312
0.015346,0.005901,0.19511
0.01787,0.004135,0.195197
0.016424,0.005859,0.195257
0.016482,0.006052,0.195382
0.016037,0.004175,0.195653
0.01666,0.004617,0.19507
0.017064,0.004829,0.195543
0.016424,0.004116,0.195779
0.016714,0.004168,0.195089
0.0165,0.00402,0.200373
0.01661,0.004555,0.195564
0.017938,0.005617,0.195727
0.016753,0.004128,0.195878
0.016354,0.005516,0.195119
0.019798,0.004165,0.195432
0.016931,0.003612,0.195961
0.017638,0.004054,0.195008
0.017715,0.003035,0.195298
0.041327,0.00405,0.191112
0.016061,0.004585,0.19533
0.016388,0.005715,0.197494
0.017142,0.004623,0.195573
0.016337,0.007346,0.195502
0.016639,0.004112,0.194935
0.016676,0.004586,0.195404
0.016566,0.004047,0.195973
0.016123,0.003607,0.195156
0.016422,0.004574,0.195527
0.017259,0.004361,0.195375
0.016282,0.006417,0.195584
0.015992,0.004083,0.195865
0.018035,0.004012,0.194993
0.01806,0.004106,0.195413
0.016224,0.004602,0.196409
0.019314,0.004617,0.306985
0.01724,0.004055,0.303996
0.017428,0.004238,0.304966
0.015931,0.004161,0.30452
0.016672,0.004118,0.303262
0.016659,0.004064,0.30505
0.01647,0.00488,0.304906
0.016068,0.004624,0.304894
0.017075,0.004678,0.304881
0.016977,0.004714,0.195738
0.017796,0.00407,0.195076
0.015032,0.003029,0.200527
0.018609,0.004842,0.19661
0.019044,0.004095,0.195105
0.042235,0.006174,0.299535
0.016524,0.004662,0.303943
0.015882,0.00457,0.303534
0.01712,0.004569,0.196126
0.015872,0.005015,0.201148
0.015715,0.004741,0.196025
0.016417,0.006352,0.194952
0.016898,0.00548,0.196023
0.01678,0.005731,0.19508
0.016051,0.004019,0.196389
0.016834,0.005547,0.196488
0.017728,0.004167,0.195072
0.016028,0.005326,0.195605
0.015746,0.004028,0.19646
0.01611,0.006013,0.194851
0.015968,0.004108,0.197079
0.019344,0.004409,0.195343
0.017699,0.004109,0.195824
0.015839,0.005986,0.195571
0.016542,0.005501,0.198371
0.016301,0.003977,0.200116
0.016672,0.004571,0.195858
0.016878,0.007016,0.195057
0.01561,0.005609,0.19537
0.018776,0.005576,0.195418
0.015377,0.004085,0.19636
0.017106,0.005559,0.195502
0.015679,0.004581,0.195101
0.01732,0.006403,0.195843
0.017917,0.004054,0.195434
0.014864,0.004061,0.194977
0.016107,0.00537,0.195445
0.015841,0.005152,0.195386
0.016301,0.004062,0.196141
0.016094,0.004653,0.196139
0.017141,0.00507,0.195048
0.016471,0.008228,0.202518
0.015937,0.004172,0.196482
0.017759,0.004805,0.195874
0.015816,0.004019,0.196146
0.041209,0.005318,0.191002
0.016687,0.004785,0.195585
0.016361,0.007542,0.195118
0.016354,0.004053,0.195696
0.01589,0.003994,0.196188
0.016984,0.006668,0.195015
0.016279,0.006259,0.195665
0.017446,0.003004,0.197682
0.016732,0.007893,0.194927
0.015881,0.005323,0.195674
0.015631,0.005189,0.196023
0.016266,0.004741,0.195722
0.014851,0.00485,0.19603
0.015975,0.004912,0.195174
0.017546,0.00584,0.195022
0.016929,0.004198,0.195449
0.016126,0.006545,0.195038
0.014953,0.004532,0.194967
0.016355,0.005484,0.195262
0.019008,0.004635,0.195543
0.016542,0.006176,0.196042
0.017291,0.007767,0.195086
0.016158,0.005223,0.196083
0.016797,0.004475,0.196158
0.017241,0.004347,0.194926
0.017363,0.004856,0.195666
0.016365,0.006146,0.202436
0.016354,0.002974,0.280004
0.01642,0.00318,0.195591
0.016132,0.006272,0.196074
0.017029,0.004524,0.19508
0.016993,0.003501,0.19549
0.017196,0.006279,0.196075
0.015382,0.004162,0.195394
0.016117,0.005556,0.19556
0.017181,0.00603,0.195267
