30.13228071,250.5637685,15.82253445,25.05700469,92.71277582,8.490766292,22.37136465,71.15411982,5.842486562,20.85288291,54.90885131,4.406761735,16.07872142,44.09948845,1.147610216,9.83081173,28.41151234,0.6133020304,7.948367405,15.72228162,0.5818080266,5.987235215,16.05703459,0.4271277368,4.704598274,11.75875733,0.2036355047,2.635844854,7.116677935,0.1730703564
31.12646683,250.5637685,15.82253445,26.08105993,92.71277582,8.490766292,22.17442402,71.15411982,5.842486562,19.02225604,54.90885131,4.406761735,15.39954109,44.09948845,1.147610216,10.12514681,28.41151234,0.6133020304,8.332569514,15.72228162,0.5818080266,5.374841442,16.05703459,0.4271277368,5.012682086,11.75875733,0.2036355047,2.634490753,7.116677935,0.1730703564
30.24254521,245.278391,12.17122479,22.59019134,94.12650602,8.517017,20.50987551,69.04646827,4.530237067,20.17756255,55.40780142,4.411583052,16.30284159,45.32475185,1.15810978,9.444743528,23.58880004,0.8756007716,8.159002644,16.49865536,0.5846127584,5.852059925,16.51173159,0.4263226981,4.685925822,10.98804501,0.2268602541,2.65542184,7.060750699,0.1729845227
30.23705854,245.278391,12.17122479,23.58601821,94.12650602,8.517017,21.34380603,69.04646827,4.530237067,20.52460901,55.40780142,4.411583052,16.08337622,45.32475185,1.15810978,10.88103762,23.58880004,0.8756007716,8.24558655,16.49865536,0.5846127584,5.574322441,16.51173159,0.4263226981,4.919056918,10.98804501,0.2268602541,2.734780944,7.060750699,0.1729845227
31.53877693,252.5252525,12.31891199,21.67222921,95.73958832,6.537571423,20.27903958,67.24045186,5.779578438,19.21968095,55.11767624,4.3866383,17.00477834,45.11617415,1.155951764,9.643945531,23.45986018,0.6044056335,8.029742165,15.75423395,0.5735576173,6.121974214,16.62897432,0.4274510793,4.743292984,11.58104415,0.2890436557,2.81526776,6.656460095,0.1730448399
31.91115933,252.5252525,12.31891199,24.1016124,95.73958832,6.537571423,20.68252327,67.24045186,5.779578438,19.67264715,55.11767624,4.3866383,16.45873794,45.11617415,1.155951764,10.42872488,23.45986018,0.6044056335,8.571771442,15.75423395,0.5735576173,5.971183071,16.62897432,0.4274510793,4.653435399,11.58104415,0.2890436557,2.669314627,6.656460095,0.1730448399
33.94202702,266.4535039,15.83230423,22.98956274,94.36633009,8.49588799,21.48043133,70.43741636,4.523679199,20.11667673,55.1602405,4.386734515,15.53156791,43.30316546,1.139280453,10.00440194,29.12989018,0.7526861487,8.14000814,16.51445841,0.5823006232,5.706557405,16.09243495,0.4260546023,4.664222614,11.01345845,0.2436654298,2.774386861,6.633411165,0.172731858
41.81301221,266.4535039,15.83230423,26.28673571,94.36633009,8.49588799,21.82024482,70.43741636,4.523679199,20.08475768,55.1602405,4.386734515,15.48490996,43.30316546,1.139280453,10.072928,29.12989018,0.7526861487,7.857002554,16.51445841,0.5823006232,6.047594569,16.09243495,0.4260546023,4.625710625,11.01345845,0.2436654298,2.753713382,6.633411165,0.172731858
31.76115611,263.3658151,15.6335496,24.3237984,96.32055481,8.457804016,19.72503304,70.87172218,5.861218078,20.47376287,53.9257981,4.370724885,14.45212013,45.05316273,1.725214703,10.11163242,29.03516158,0.8790304646,7.959565408,16.3281301,0.5841793711,6.050412033,16.85686833,0.4250423023,4.738483117,11.63209994,0.2883326759,2.795443427,7.085013072,0.1731614325
32.31122169,263.3658151,15.6335496,22.71488279,96.32055481,8.457804016,20.07588685,70.87172218,5.861218078,19.50534446,53.9257981,4.370724885,15.79828747,45.05316273,1.725214703,10.4304653,29.03516158,0.8790304646,8.391584919,16.3281301,0.5841793711,5.84620961,16.85686833,0.4250423023,4.577140843,11.63209994,0.2883326759,2.800712501,7.085013072,0.1731614325
