14,4510,13000,15,11115,6363,8678,10989,32644,42236,114,25597
15,4509,13030,15,11115,32185,22023,21914,63002,39447,13307,82436
15,4554,13028,6048,271,25930,34953,11009,30459,36562,36772,105204
7469,4552,10166,22131,11110,30976,43312,447,27011,38760,31804,48375
19428,3050,13068,35085,10974,31816,40007,21916,62980,40956,8230,67757
24473,4552,11416,33307,8273,21600,37716,21519,36027,41457,1920,104798
26032,1545,13068,32399,10986,30162,36256,2812,47797,36035,26233,58056
27178,387,13069,33273,3055,31905,35650,21893,62992,40948,42983,87451
27255,4550,13068,33452,11114,22629,37946,,56308,33451,18933,88448
27258,4212,13069,33286,11055,20944,37983,9846,41179,39812,408,22154
25852,83,13000,30994,7722,31760,38959,21778,52030,40094,14869,81546
23993,4552,13070,33295,10995,31839,41919,12404,62903,38225,41097,121464
24157,4483,13068,32210,3602,31926,39922,414,11007,40329,30340,48163
25978,83,13070,33226,11111,31928,36632,18078,15191,37194,3991,86983
26408,4552,8600,34296,11114,23590,33959,21555,60407,44759,2621,84694
25077,4483,13000,30897,273,31759,30727,3952,47781,37287,28130,31653
23535,4549,12999,29602,11099,29182,35483,3143,42358,39869,42382,81812
24920,4549,13070,33849,11020,31757,42087,21707,52472,37328,17038,103779
27243,4554,13066,32274,10237,31778,41338,19129,22803,36779,266,47945
26386,4552,8674,32800,11117,22324,36056,9583,48259,39883,29,62240
25801,4554,13068,33347,890,31799,34794,21782,51553,41145,1119,129189
14547,4553,12934,33251,10945,9708,36246,12577,24807,43726,27501,67521
,4553,7769,34359,11112,21064,33116,13197,32998,38114,44175,75168
,4552,13068,34125,248,31756,36812,21901,51644,44773,17662,109633
,4513,7632,34012,10996,31761,39819,8838,41220,37175,837,54457
,4511,13068,33321,10938,31933,34777,215,33119,40896,23385,77468
,4554,10778,33058,9051,31859,34305,21911,42799,42263,44326,84981
,4552,13033,33924,11115,22334,34066,21711,41209,40168,21810,36237
,4553,13070,32724,2209,31759,35266,7236,61287,37250,291,103909
,4553,13034,31199,222,30407,40519,21923,41175,36751,12033,120033
,4553,13070,32302,11103,19977,41481,14812,59691,42006,39500,25299
,4554,13067,34084,10894,20829,35844,440,62907,39544,32844,47565
,4553,13069,34374,9620,1098,32642,16046,44453,45090,5102,92922
,4552,8599,33144,11109,31930,32961,21633,41468,39426,135,73270
,3130,13004,31917,1729,31861,35178,6194,62951,43476,7811,68295
,4553,13072,32004,11107,31778,40126,298,62575,40220,34526,93664
,1425,8604,,11005,31929,37824,21825,41182,37626,36895,54308
,993,8562,,7036,22811,34996,21821,60659,38628,10094,74251
,4552,8899,,11103,31759,36215,9582,62898,41621,440,118783
,3673,12999,,4212,29915,35444,21696,43364,41416,640,55096
,4550,12662,,11114,31757,36289,12200,37320,41555,303,53605
,4550,13069,,11103,14159,39364,219,62777,42534,5497,90531
,4554,13067,,1242,26835,39665,15578,25471,36658,26756,72679
,4552,8600,,11101,28597,33792,21708,40087,45105,39608,55445
,4514,8603,,10155,26012,32938,6447,62546,37079,18422,98527
,4513,10107,,11112,24935,35850,455,22698,40078,21,71797
,4553,13027,,11059,31759,36572,21759,27975,40331,322,80181
,4552,11521,,11112,27847,39613,21795,41420,40236,888,125854
,4553,8579,,10995,31787,42643,9326,32731,39910,25554,48970
,4553,13045,,7725,31931,39930,21592,62594,34325,44105,38565
,4552,13047,,11106,28873,34600,12700,43604,41556,19209,93311
,4550,9323,,3464,31755,34242,11013,52008,37491,430,82018
,4552,13071,,9922,23966,36584,21891,62995,41906,23582,106993
,4551,12299,,11109,21039,36667,11083,49069,37341,44363,93738
,105,13071,,1411,31819,38672,436,48405,35615,20957,14127
,4506,13069,,11113,31803,42429,21019,24978,35733,182,66901
,4484,9685,,11073,31834,40908,21717,31906,32418,11978,115838
,4551,13066,,275,31785,36901,929,44112,40318,38930,62670
,4549,11959,,10984,31817,36646,1929,45676,33043,32935,70975
,4549,13067,,11024,31788,28459,21910,18883,39658,5839,87787
,4553,13069,,191,26177,9731,20091,4507,41078,560,57460
,4553,13068,,21,31755,10,12658,21768,39011,9558,41413
,4553,13069,,79,26595,,21910,17334,40915,35069,54446
,4553,13000,,8394,31928,,9487,4036,37532,35547,85124
,4539,13030,,10945,21435,,365,21584,44276,9855,70452
,3697,13027,,2872,31803,,21698,17623,35776,4483,115040
,4496,13070,,11114,21325,,21780,1190,37735,29993,103882
,966,6316,,11115,31773,,10696,21468,38201,40445,14678
,150,13001,,274,31755,,21603,20792,35588,14501,80875
,4487,6836,,11115,31210,,11262,751,39313,4700,128916
,4478,13066,,11024,31932,,448,353,32060,31065,49456
,138,13032,,11105,21553,,21832,18446,38909,40514,29082
,4494,4644,,11114,20919,,21615,21839,37445,14133,109261
,4427,13070,,94,31931,,9511,3406,38296,1804,100611
,83,13071,,10944,31839,,21755,15142,37679,25374,34880
,126,13068,,11047,31850,,12619,21583,38076,43384,85036
,58,13071,,274,31928,,438,6486,44718,19752,98601
,37,13069,,11081,20940,,20353,7272,39634,115,65521
,88,13071,,11026,31932,,21748,21791,44695,19251,101239
,4124,13122,,10348,31849,,1853,14516,36136,41532,63847
,4489,13152,,11003,29810,,5988,12532,35868,25458,55325
,575,13028,,863,30777,,21908,21911,35599,3085,129592
,1389,9350,,121,22980,,16137,9354,33544,175,74414
,4484,13069,,11001,2616,,8974,8120,42735,14051,81913
,3333,12236,,10893,31819,,21885,21929,36121,40895,99716
,623,13069,,9015,30378,,12927,13831,41003,30821,45880
,4553,13061,,11108,25817,,6421,1780,39345,3759,102359
,4000,5960,,2278,31926,,21696,21690,39420,588,86219
,146,13070,,11112,26991,,15353,19958,37893,10614,12069
,4550,7183,,10988,20995,,236,111,36340,37035,78361
,4488,13188,,6905,21002,,16245,21705,41525,34425,127084
,4552,13169,,10955,20838,,21667,21816,33125,7513,51086
,4552,13027,,4263,20832,,6021,319,39890,5088,56515
,4552,13029,,11118,21003,,438,21583,37878,30533,87051
,4500,13067,,11114,21002,,21791,21486,38068,39776,56621
,4513,13069,,253,31930,,21811,12932,37496,14275,84414
,4494,13192,,10967,31933,,134,21926,37635,20,103223
,4552,13192,,10937,20827,,355,8961,44032,333,42745
,4551,13070,,8319,24447,,357,9412,35219,430,61302
,2505,13071,,11109,31923,,19,21584,37858,116,129458
,4551,13000,,2821,7487,,87,12506,33805,19,68237
,2164,13071,,10946,22436,,350,437,34499,219,11794
,4512,9057,,11012,31813,,366,21584,40663,649,101012
,4552,4551,,88,30221,,20861,21820,37835,450,112930
,4552,4111,,11024,21632,,21826,13688,44811,20,76248
,4546,4489,,11114,31924,,1129,21777,37553,291,88954
,4546,4553,,3510,31128,,2275,8577,36002,1663,37901
,4552,4547,,11110,10941,,21846,14323,35829,24236,62841
,4552,4553,,7740,10943,,19640,21584,38781,43191,125734
,4515,4553,,10701,9236,,11421,7574,41350,20633,66906
,4516,4552,,11001,11093,,21933,14849,35408,778,44769
,4552,4552,,532,1859,,10518,21637,44019,21854,85188
,4552,4511,,249,820,,173,6934,34024,44335,54179
,4473,4511,,11118,11111,,21713,10221,37977,23124,67833
,4474,4481,,11050,10323,,21554,21830,35437,431,118944
,4473,4552,,5312,11115,,14071,11835,7853,17145,61652
,4474,4552,,11115,11115,,21923,3899,,44336,50988
,4473,86,,5859,10962,,7849,21718,,27677,113679
